Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
Dora and the Lost City of Gold,2019,6.1,"28,035","Action, Adventure, Comedy",102 ,Film,PG,-,None,Mild,Mild,Mild,Mild
Samaritan,2022,No Rate,No Votes,"Action, Drama, Fantasy",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Nerve,2016,6.5,"122,648","Action, Adventure, Crime",96 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Moderate
9,2009,7.1,"136,543","Animation, Action, Adventure",79 ,Film,PG-13,-,None,Moderate,None,Mild,Moderate
Steins;Gate,2009,8.8,"52,130","Animation, Comedy, Drama",24 ,Series,TV-14,26,Mild,Moderate,Mild,None,Moderate
My Little Pony: Friendship Is Magic,2009,7.6,"19,998","Animation, Adventure, Comedy",22 ,Series,TV-Y,235,None,Mild,None,None,Mild
"Hush...Hush, Sweet Charlotte",1964,7.6,"13,906","Crime, Drama, Mystery",133 ,Film,Not Rated,-,None,Moderate,Mild,Mild,Moderate
127 Hours,2010,7.5,"361,435","Biography, Drama",94 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
Sanditon,2010,7.8,"9,673","Drama, Romance",60 ,Series,TV-14,12,Mild,None,No Rate,Mild,Mild
F Is for Family,2010,8.0,"32,110","Animation, Comedy, Drama",30 ,Series,TV-MA,44,Severe,Severe,Severe,Moderate,Moderate
This Means War,2012,6.3,"181,477","Action, Comedy, Romance",103 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Mild
Night of the Animated Dead,2021,4.0,323,"Animation, Horror",71 ,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
What Women Want,2000,6.4,"200,767","Comedy, Fantasy, Romance",127 ,Film,PG-13,-,Moderate,None,Mild,Mild,None
I Spit on Your Grave 2,2013,5.7,"28,658","Horror, Thriller",106 ,Film,R,-,Severe,Severe,Severe,Moderate,Severe
Oz the Great and Powerful,2013,6.3,"203,186","Adventure, Family, Fantasy",130 ,Film,PG,-,None,Mild,None,None,Moderate
"Se, jie",2007,7.5,"39,802","Drama, History, Romance",157 ,Film,NC-17,-,Severe,Severe,Moderate,Moderate,Severe
Better Things,2007,7.8,"13,258","Comedy, Drama",22 ,Series,TV-MA,43,Moderate,Mild,Severe,Moderate,None
Hellboy,2004,6.8,"316,028","Action, Fantasy",122 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
El secreto de sus ojos,2009,8.2,"201,634","Drama, Mystery, Romance",129 ,Film,R,-,Severe,Severe,Severe,Moderate,Severe
Mimi,2021,8.0,"32,044","Comedy, Drama",132 ,Film,TV-14,-,None,None,None,Mild,None
Mia,2017,6.9,246,"Short, Drama",11 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Logan's Run,1976,6.8,"54,221","Action, Adventure, Sci-Fi",119 ,Film,PG,-,Moderate,Mild,None,Mild,Mild
The Ninth Gate,1999,6.7,"174,403","Mystery, Thriller",133 ,Film,R,-,Moderate,Moderate,Mild,Moderate,Moderate
Risky Business,1983,6.8,"85,255","Comedy, Crime, Drama",99 ,Film,R,-,Moderate,None,Moderate,Moderate,None
Rio,2011,6.9,"216,010","Animation, Adventure, Comedy",96 ,Film,PG,-,None,Mild,None,None,Mild
"Honey, I Shrunk the Kids",1989,6.4,"148,720","Adventure, Comedy, Family",93 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
Professionals,1989,5.4,"1,093","Action, Adventure",48 ,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
High School Musical: The Musical - The Series,1989,7.3,"5,352","Comedy, Drama, Musical",31 ,Series,TV-PG,23,None,None,Mild,None,None
Ode to Joy,2019,6.4,"5,041","Comedy, Romance",97 ,Film,R,-,Mild,None,Mild,None,None
The Foreigner,2017,7.0,"108,503","Action, Thriller",113 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
Exposed,2016,4.3,"14,762","Crime, Drama, Mystery",102 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
"Walker, Texas Ranger",2016,5.6,"16,088","Action, Adventure, Crime",43 ,Series,TV-14,196,Mild,Moderate,Mild,Mild,Mild
Pet Sematary,2019,5.7,"88,247","Horror, Mystery, Thriller",101 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
Jack Irish,2019,7.8,"2,241","Crime, Drama",52 ,Series,Not Rated,16,Mild,Severe,Mild,Moderate,Moderate
The Age of Innocence,1993,7.2,"56,857","Drama, Romance",139 ,Film,PG,-,Mild,None,None,Mild,None
Wallander,1993,7.9,"13,857","Crime, Drama, Mystery",90 ,Series,TV-PG,12,None,Moderate,Moderate,Mild,Moderate
Doctor,2021,8.6,"3,932","Action, Comedy, Crime",148 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
National Lampoon's Christmas Vacation,1989,7.6,"166,163",Comedy,97 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
Mighty Morphin Power Rangers,1989,6.5,"21,318","Action, Adventure, Family",30 ,Series,TV-Y7,156,None,Mild,Mild,None,Mild
The Unborn,2009,4.8,"50,596","Horror, Mystery, Thriller",88 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
Big Daddy,1999,6.4,"207,656","Comedy, Drama",93 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
Dangal,2016,8.4,"172,210","Action, Biography, Drama",161 ,Film,Not Rated,-,None,Mild,Mild,None,None
Taineun Jiokida,2019,7.9,"2,928","Crime, Horror, Mystery",60 ,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
Diary of a Wimpy Kid,2010,6.2,"46,081","Comedy, Drama, Family",120 ,Film,PG,-,Mild,Mild,Mild,None,None
The Bad News Bears,1976,7.3,"21,837","Comedy, Drama, Family",102 ,Film,PG,-,None,Mild,Moderate,Moderate,None
Knightfall,1976,6.8,"18,446","Action, Adventure, Drama",60 ,Series,TV-14,18,Mild,Moderate,Mild,Mild,Mild
Close Encounters of the Third Kind,1977,7.6,"192,552","Drama, Sci-Fi",138 ,Film,PG,-,None,Mild,Mild,None,Mild
The Unbearable Weight of Massive Talent,2022,No Rate,No Votes,Comedy,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Kick-Ass 2,2013,6.5,"262,659","Action, Comedy, Crime",103 ,Film,R,-,Moderate,Severe,Severe,Mild,Moderate
The Bay,2013,7.1,"5,779","Crime, Drama, Mystery",45 ,Series,TV-14,18,No Rate,No Rate,Severe,No Rate,No Rate
Sling Blade,1996,8.0,"91,456",Drama,135 ,Film,R,-,Mild,Mild,Severe,Moderate,Moderate
Power Rangers,2017,5.9,"105,041","Action, Adventure, Sci-Fi",124 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
Superman Returns,2006,6.0,"276,524","Action, Sci-Fi",154 ,Film,PG-13,-,None,Mild,Mild,Mild,Mild
Zack and Miri Make a Porno,2008,6.5,"175,225","Comedy, Romance",101 ,Film,R,-,Severe,None,Severe,Mild,None
The World's End,2013,7.0,"269,993","Comedy, Sci-Fi",109 ,Film,R,-,Mild,Moderate,Severe,Moderate,Mild
Young & Hungry,2013,7.4,"14,679","Comedy, Drama, Romance",22 ,Series,TV-14,71,Moderate,Mild,Mild,Mild,No Rate
The Rifleman,2013,8.3,"3,788","Family, Western",30 ,Series,TV-PG,168,No Rate,No Rate,No Rate,No Rate,No Rate
The Other Lamb,2019,5.2,"3,991","Drama, Horror",96 ,Film,Unrated,-,Moderate,Moderate,Mild,None,Moderate
How the Grinch Stole Christmas,2000,6.2,"222,878","Comedy, Family, Fantasy",104 ,Film,PG,-,Mild,Mild,Mild,None,Mild
The Omega Man,1971,6.5,"30,427","Action, Drama, Sci-Fi",98 ,Film,PG,-,Mild,Moderate,Mild,Mild,Mild
Kajillionaire,2020,6.4,"14,847","Comedy, Crime, Drama",104 ,Film,R,-,Mild,None,Mild,None,None
The Grudge,2004,5.9,"141,974","Horror, Mystery, Thriller",91 ,Film,PG-13,-,Mild,Moderate,Mild,None,Severe
Easy,2004,6.9,"13,029",Comedy,30 ,Series,TV-MA,25,Severe,None,Moderate,Moderate,None
Journey 2: The Mysterious Island,2012,5.8,"98,266","Action, Adventure, Comedy",94 ,Film,PG,-,None,None,None,None,Mild
Lucía y el sexo,2001,7.1,"36,155","Drama, Romance",128 ,Film,TV-MA,-,Severe,Mild,Mild,Mild,Mild
Basic Instinct 2,2006,4.4,"38,711","Drama, Mystery, Thriller",114 ,Film,R,-,Severe,Moderate,Severe,Moderate,Moderate
Cult of Chucky,2017,5.2,"22,607","Comedy, Fantasy, Horror",91 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
Enough Said,2013,7.0,"60,844","Comedy, Drama, Romance",93 ,Film,PG-13,-,Mild,No Rate,Moderate,Mild,Mild
Search Party,2013,7.7,"8,041","Comedy, Crime, Drama",24 ,Series,TV-MA,44,Moderate,Moderate,Severe,Mild,Moderate
Good Grief,2013,7.2,79,Comedy,None,Series,None,7,No Rate,No Rate,No Rate,No Rate,No Rate
The Secret Life of the American Teenager,2013,5.0,"19,664","Comedy, Drama, Family",43 ,Series,TV-14,121,Moderate,None,Mild,Mild,Mild
Mothering Sunday,2021,6.3,190,"Drama, Romance",110 ,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
Match Point,2005,7.6,"212,307","Drama, Romance, Thriller",124 ,Film,R,-,Mild,Moderate,Mild,Mild,Mild
Scoob!,2020,5.7,"23,707","Animation, Adventure, Comedy",93 ,Film,PG,-,None,Mild,Mild,None,Mild
Packed to the Rafters,2020,7.4,"1,975","Comedy, Drama, Family",60 ,Series,None,122,No Rate,No Rate,No Rate,No Rate,No Rate
Lightyear,2022,No Rate,No Votes,"Animation, Adventure, Comedy",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
M*A*S*H,1970,7.5,"70,298","Comedy, Drama, War",116 ,Film,R,-,Moderate,Moderate,Mild,Mild,Mild
Midnight Express,1978,7.6,"76,801","Biography, Crime, Drama",121 ,Film,R,-,Moderate,Severe,Moderate,Severe,Severe
The Nun's Story,1959,7.6,"10,056",Drama,149 ,Film,Not Rated,-,Mild,Mild,None,Mild,Mild
The Whole Nine Yards,2000,6.7,"116,739","Comedy, Crime",98 ,Film,R,-,Moderate,Moderate,Mild,Mild,Mild
Resident Evil: Apocalypse,2004,6.2,"192,321","Action, Horror, Sci-Fi",94 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
Transformers: Revenge of the Fallen,2009,6.0,"394,881","Action, Adventure, Sci-Fi",149 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Moderate
Hell House LLC,2015,6.4,"12,471","Horror, Mystery",93 ,Film,Not Rated,-,Mild,Moderate,Severe,Mild,Severe
Dynasty,2015,6.3,"6,956","Drama, Romance",60 ,Series,TV-PG,220,No Rate,No Rate,No Rate,No Rate,No Rate
The Durrells,2015,8.2,"9,743","Biography, Comedy, Drama",46 ,Series,TV-PG,26,Mild,Mild,Mild,Mild,Mild
Mid90s,2018,7.4,"56,699","Comedy, Drama",85 ,Film,R,-,Moderate,Moderate,Severe,Severe,Moderate
Die Schlangengrube und das Pendel,1967,5.9,"1,673","Horror, Mystery",84 ,Film,M,-,None,Moderate,None,None,Mild
Dennis the Menace,1993,5.6,"59,310","Comedy, Family",94 ,Film,PG,-,None,Mild,None,Mild,Mild
Terminator 3: Rise of the Machines,2003,6.3,"387,084","Action, Sci-Fi",109 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
Relatos salvajes,2014,8.1,"187,507","Comedy, Drama, Thriller",122 ,Film,R,-,Mild,Moderate,Moderate,Mild,Severe
Hannah Montana,2014,5.2,"38,618","Comedy, Family, Music",23 ,Series,TV-G,100,None,None,None,None,None
1408,2007,6.8,"262,802","Fantasy, Horror, Mystery",104 ,Film,PG-13,-,Mild,Moderate,Moderate,Moderate,Severe
The Fly,1958,7.1,"22,017","Drama, Horror, Sci-Fi",94 ,Film,Not Rated,-,None,Mild,None,Mild,Moderate
The Scorpion King,2002,5.5,"134,556","Action, Adventure, Fantasy",92 ,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
Ouija,2014,4.5,"50,805","Horror, Mystery, Thriller",89 ,Film,PG-13,-,None,Moderate,Mild,None,Moderate
Cleopatra,1963,7.0,"31,298","Biography, Drama, History",192 ,Film,G,-,Moderate,Mild,None,Mild,Mild
Re:Zero kara hajimeru isekai seikatsu,1963,8.1,"14,766","Animation, Adventure, Drama",24 ,Series,TV-14,78,Mild,Severe,Moderate,None,Severe
Sacred Games,1963,8.6,"82,789","Action, Crime, Drama",50 ,Series,TV-MA,16,Severe,Severe,Severe,Severe,Moderate
Domina,1963,7.0,"2,688","Drama, History",None,Series,TV-MA,8,No Rate,No Rate,No Rate,No Rate,No Rate
Kitbag,1963,No Rate,No Votes,Biography,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
The World to Come,2020,6.2,"5,870","Drama, Romance",105 ,Film,R,-,Moderate,None,None,Mild,Mild
Anastasia,1997,7.2,"117,353","Animation, Adventure, Drama",94 ,Film,G,-,None,Mild,None,Mild,Moderate
Hausu,1977,7.4,"24,500","Comedy, Horror",88 ,Film,Not Rated,-,Moderate,Moderate,None,None,Moderate
Sorry to Bother You,2018,6.9,"70,841","Comedy, Drama, Fantasy",112 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
Triangle,2009,6.9,"109,150","Fantasy, Mystery, Sci-Fi",99 ,Film,R,-,None,Severe,Moderate,None,Severe
Lonely Hearts,2006,6.4,"20,895","Biography, Crime, Drama",108 ,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
The Changeling,1980,7.2,"32,599","Horror, Mystery",107 ,Film,R,-,None,Moderate,Mild,Mild,Moderate
The Constant Gardener,2005,7.4,"136,834","Drama, Mystery, Romance",129 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
The People vs. Larry Flynt,1996,7.3,"91,531","Biography, Drama",130 ,Film,R,-,Severe,Mild,Severe,Moderate,None
Aterrados,2017,6.5,"13,708",Horror,87 ,Film,Not Rated,-,None,Moderate,Mild,Mild,Severe
Security,2017,5.7,"17,268","Action, Crime, Thriller",88 ,Film,R,-,None,Severe,Severe,None,Moderate
Undercover,2017,7.8,"13,337","Crime, Drama, Thriller",50 ,Series,TV-MA,21,Mild,Mild,Moderate,Moderate,Mild
Truth or Dare,2018,5.2,"51,855","Horror, Thriller",100 ,Film,PG-13,-,Moderate,Moderate,Moderate,Moderate,Moderate
She-Ra and the Princesses of Power,2018,7.9,"12,934","Animation, Action, Adventure",30 ,Series,TV-Y7-FV,52,None,Mild,None,None,Mild
Endless Love,1981,4.9,"8,038","Drama, Romance",116 ,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
Roswell,1981,7.5,"28,279","Drama, Mystery, Sci-Fi",42 ,Series,TV-14,61,Mild,Mild,Mild,Mild,Moderate
All or Nothing: Toronto Maple Leafs,2021,7.7,213,Documentary,None,Series,None,5,No Rate,No Rate,No Rate,No Rate,No Rate
That's My Boy,2012,5.5,"95,306",Comedy,116 ,Film,R,-,Severe,Mild,Severe,Moderate,None
Blow,2001,7.6,"248,805","Biography, Crime, Drama",124 ,Film,R,-,Mild,Moderate,Severe,Severe,Moderate
Beauty and the Beast,2001,7.1,"35,836","Drama, Horror, Romance",60 ,Series,TV-14,70,Mild,Moderate,Mild,Mild,Moderate
Howard the Duck,1986,4.7,"45,387","Action, Adventure, Comedy",110 ,Film,PG,-,Moderate,Mild,Mild,Mild,Mild
Let Me In,2010,7.1,"116,641","Drama, Fantasy, Horror",116 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2020,6.6,"130,751",Comedy,95 ,Film,R,-,Severe,Mild,Moderate,None,None
Dollface,2020,7.4,"5,809",Comedy,29 ,Series,TV-MA,11,Mild,None,Moderate,Mild,None
The Road,2009,7.2,"230,706",Drama,111 ,Film,R,-,Mild,Moderate,Moderate,Mild,Severe
Hillbilly Elegy,2020,6.7,"38,655",Drama,116 ,Film,R,-,None,Mild,Moderate,Moderate,Moderate
Ladies in Black,2018,6.8,"6,556","Comedy, Drama, Romance",109 ,Film,PG,-,Mild,None,None,Mild,None
Solos,2018,5.9,"3,625","Drama, Fantasy, Sci-Fi",185 ,Series,TV-14,7,Mild,No Rate,Severe,Mild,No Rate
Don't Look Now,1973,7.2,"52,854","Drama, Horror, Mystery",110 ,Film,R,-,Severe,Moderate,Mild,Mild,Moderate
Bright,2017,6.3,"178,339","Action, Fantasy, Thriller",117 ,Film,TV-MA,-,Moderate,Severe,Severe,Moderate,Moderate
Transformers: Dark of the Moon,2011,6.2,"394,797","Action, Adventure, Sci-Fi",154 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
Minions,2015,6.4,"222,196","Animation, Adventure, Comedy",91 ,Film,PG,-,Mild,Mild,None,None,Mild
Det sjunde inseglet,1957,8.2,"176,018","Drama, Fantasy, History",96 ,Film,Not Rated,-,None,Mild,Mild,Mild,Moderate
Hemlock Grove,1957,7.1,"38,373","Drama, Fantasy, Horror",46 ,Series,TV-MA,33,Severe,Severe,Moderate,Moderate,Severe
Father of the Bride,1991,6.5,"72,501","Comedy, Family, Romance",105 ,Film,PG,-,Mild,None,None,Mild,None
How to Be Single,2016,6.1,"84,267","Comedy, Drama, Romance",110 ,Film,R,-,Mild,None,Moderate,Moderate,None
Jason Goes to Hell: The Final Friday,1993,4.2,"30,684","Fantasy, Horror, Thriller",87 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Goosebumps 2: Haunted Halloween,2018,5.6,"19,491","Animation, Adventure, Comedy",90 ,Film,PG,-,None,Mild,Mild,None,Mild
Dogville,2003,8.0,"143,826","Crime, Drama",178 ,Film,R,-,Moderate,Moderate,Mild,Mild,Severe
Indecent Proposal,1993,6.0,"67,692","Drama, Romance",117 ,Film,R,-,Moderate,None,Mild,None,None
Gretel & Hansel,2020,5.4,"28,088","Fantasy, Horror, Mystery",87 ,Film,PG-13,-,None,Moderate,None,Mild,Moderate
Tehran,2020,7.4,"10,966","Drama, Thriller",45 ,Series,TV-MA,9,Mild,Mild,Mild,Mild,Mild
Pâfekuto burû,1997,8.0,"66,281","Animation, Crime, Mystery",81 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Romeo and Juliet,1968,7.6,"30,671","Drama, Romance",138 ,Film,PG,-,Mild,Mild,None,Mild,Mild
Family Business,1968,7.4,"3,092",Comedy,None,Series,TV-MA,18,Moderate,No Rate,No Rate,Severe,No Rate
Zoo,1968,6.7,"23,590","Drama, Mystery, Sci-Fi",42 ,Series,TV-14,39,None,Moderate,Mild,Mild,Moderate
Cry-Baby,1990,6.5,"57,760","Comedy, Musical",85 ,Film,PG-13,-,Mild,Mild,Mild,Mild,None
The Fabelmans,2022,No Rate,No Votes,Drama,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
McDonald & Dodds,2022,7.4,"2,793","Comedy, Crime, Mystery",90 ,Series,Not Rated,8,Mild,Mild,Mild,Mild,Mild
Sex Tape,2014,5.1,"110,193","Comedy, Romance",94 ,Film,R,-,Severe,Mild,Severe,Moderate,None
The Power,2021,5.5,"2,996",Horror,92 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
The Nutty Professor,1996,5.6,"114,014","Comedy, Romance, Sci-Fi",95 ,Film,PG-13,-,Mild,None,Moderate,Mild,None
Mashina lyubvi,2016,4.1,416,"Drama, Romance",79 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
The Prince,2016,5.4,"2,247","Animation, Comedy",14 ,Series,TV-MA,12,Moderate,Moderate,Severe,Moderate,Mild
An American Werewolf in Paris,1997,5.1,"24,293","Comedy, Fantasy, Horror",105 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
Red Dawn,1984,6.4,"53,794","Action, Drama",114 ,Film,PG-13,-,None,Severe,Mild,Mild,Moderate
Creature from the Black Lagoon,1954,7.0,"28,594","Horror, Sci-Fi",79 ,Film,G,-,None,Mild,None,Mild,Mild
Dubai Presents: A Five-Star Mission,2021,5.8,79,"Short, Action",2 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Lost Girl,2021,7.7,"29,919","Action, Drama, Fantasy",44 ,Series,TV-MA,77,Moderate,Mild,Mild,Mild,Mild
Journey to the Center of the Earth,2008,5.8,"117,919","Action, Adventure, Family",93 ,Film,PG,-,None,Mild,None,None,Moderate
Colonia,2015,7.1,"50,275","Biography, Drama, History",110 ,Film,R,-,Mild,Moderate,Mild,None,Moderate
Three Amigos!,1986,6.5,"71,727","Comedy, Western",104 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
The Ten Commandments,1956,7.9,"67,347","Adventure, Drama",220 ,Film,G,-,Mild,Mild,None,Mild,Mild
Brain Freeze,2021,4.6,159,"Comedy, Horror",91 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Videodrome,1983,7.2,"88,064","Horror, Sci-Fi, Thriller",87 ,Film,R,-,Severe,Severe,Moderate,Mild,Severe
Chung Hing sam lam,1994,8.1,"72,157","Comedy, Crime, Drama",102 ,Film,PG-13,-,Mild,Mild,None,Moderate,Mild
God's Own Country,2017,7.7,"28,174","Drama, Romance",104 ,Film,Not Rated,-,Severe,Mild,Mild,Moderate,Mild
The Last Boy Scout,1991,7.0,"97,684","Action, Comedy, Crime",105 ,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
Original Sin,2001,6.1,"55,435","Drama, Mystery, Romance",116 ,Film,R,-,Severe,Moderate,Mild,Mild,Mild
John Wick: Chapter 3 - Parabellum: HBO First Look,2019,7.6,"9,495","Documentary, Short, Action",13 ,Film,TV-14,-,No Rate,No Rate,No Rate,No Rate,No Rate
Machete,2010,6.6,"194,182","Action, Crime, Thriller",105 ,Film,R,-,Moderate,Severe,Severe,Mild,Moderate
The Amityville Moon,2021,3.1,123,"Horror, Thriller",92 ,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
Arcane: League of Legends,2021,No Rate,No Votes,"Animation, Action, Adventure",None,Series,None,9,No Rate,No Rate,No Rate,No Rate,No Rate
Soylent Green,1973,7.1,"61,303","Crime, Mystery, Sci-Fi",97 ,Film,PG,-,Mild,Moderate,Mild,Mild,Mild
Everwood,1973,7.5,"13,551",Drama,60 ,Series,TV-PG,89,Mild,Mild,Mild,Mild,No Rate
The Dark Crystal: Age of Resistance,2019,8.4,"22,994","Adventure, Drama, Family",60 ,Series,TV-PG,10,None,Moderate,None,None,Moderate
Captive State,2019,6.0,"52,635","Action, Horror, Sci-Fi",109 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
Rake,2019,8.5,"7,268","Comedy, Drama",60 ,Series,Not Rated,40,Moderate,Mild,Severe,Moderate,Mild
Abominable,2019,7.0,"34,344","Animation, Adventure, Comedy",97 ,Film,PG,-,None,Mild,None,None,Mild
The Voice,2019,6.5,"12,085","Game-Show, Music, Reality-TV",60 ,Series,TV-PG,503,None,None,Mild,None,None
The Upside,2017,7.0,"52,317","Comedy, Drama",126 ,Film,PG-13,-,Mild,None,Mild,Mild,Mild
The Great Escape,1963,8.2,"234,357","Adventure, Drama, History",172 ,Film,Approved,-,None,Mild,Mild,Mild,Moderate
Daybreakers,2009,6.4,"125,541","Action, Horror, Sci-Fi",98 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
Annie,2014,5.3,"36,356","Comedy, Drama, Family",118 ,Film,PG,-,None,Mild,Mild,Mild,Mild
Inside Job,2014,No Rate,No Votes,"Animation, Comedy",30 ,Series,None,20,No Rate,No Rate,No Rate,No Rate,No Rate
Need for Speed,2014,6.4,"166,910","Action, Crime, Thriller",132 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
Bruce Almighty,2003,6.8,"384,961","Comedy, Fantasy",101 ,Film,(Banned),-,Mild,Mild,Moderate,Mild,None
American Honey,2016,7.0,"40,847","Adventure, Drama, Romance",163 ,Film,R,-,Moderate,Mild,Severe,Severe,Mild
Robin Hood: Men in Tights,1993,6.7,"120,960","Adventure, Comedy, Musical",104 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
Roma,2018,7.7,"148,948",Drama,135 ,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
Ghostland,2018,6.4,"26,931","Drama, Horror, Mystery",91 ,Film,Not Rated,-,Moderate,Severe,Moderate,Mild,Severe
Brooklyn,2015,7.5,"136,792","Drama, Romance",117 ,Film,PG-13,-,Mild,None,Mild,Mild,Mild
St. Elmo's Fire,1985,6.4,"39,830","Drama, Romance",110 ,Film,R,-,Mild,Mild,Moderate,Moderate,Mild
Nacho Libre,2006,5.8,"84,792","Comedy, Family, Sport",92 ,Film,PG,-,None,Mild,None,Mild,Mild
The Dictator,2012,6.4,"290,362",Comedy,83 ,Film,R,-,Severe,Mild,Moderate,Mild,None
Happy!,2012,8.2,"35,862","Action, Comedy, Crime",60 ,Series,TV-MA,18,Moderate,Severe,Severe,Severe,Severe
The Inbetweeners,2012,8.4,"83,570",Comedy,25 ,Series,TV-14,18,Moderate,Mild,Severe,Moderate,None
Before Midnight,2013,7.9,"149,185","Drama, Romance",109 ,Film,R,-,Moderate,None,Moderate,Mild,None
Harlots,2013,7.7,"7,915",Drama,45 ,Series,TV-MA,24,Severe,No Rate,No Rate,No Rate,No Rate
The Mighty Ducks,1992,6.6,"63,503","Comedy, Drama, Family",104 ,Film,PG,-,None,Mild,Moderate,Mild,None
Crank,2006,6.9,"242,113","Action, Crime, Thriller",88 ,Film,R,-,Severe,Severe,Severe,Severe,Severe
L'iniziazione,1986,5.8,"1,441",Comedy,95 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Joy Ride,2001,6.6,"66,954","Action, Mystery, Thriller",97 ,Film,R,-,Mild,Moderate,Severe,Mild,Severe
Jessie,2001,6.0,"14,245","Comedy, Drama, Family",30 ,Series,TV-G,98,Mild,None,None,None,Mild
The Bone Collector,1999,6.7,"161,944","Crime, Drama, Mystery",118 ,Film,R,-,None,Severe,Moderate,Mild,Moderate
Poltergeist II: The Other Side,1986,5.7,"26,214",Horror,91 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Severe
The Hills Have Eyes,1977,6.3,"32,811","Horror, Thriller",90 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
The Circle,2017,5.4,"88,890","Drama, Sci-Fi, Thriller",110 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
Spell,2020,5.5,"5,308","Horror, Thriller",91 ,Film,R,-,Mild,Severe,Mild,None,Moderate
The Crush,1993,5.8,"19,102","Drama, Thriller",89 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
Criminal,2016,6.3,"63,252","Action, Sci-Fi, Thriller",113 ,Film,R,-,None,Severe,Severe,Mild,Moderate
